ðt1;t2;t3;Tavg;h1;h2;h3;Havg;PID_raw;PWM;status
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;49;51;50.00;7;8;7;7.33;244.68;244;PI
50;50;51;50.33;7;7;7;7.00;242.97;242;PI
50;50;51;50.33;7;7;7;7.00;242.92;242;PI
50;50;51;50.33;7;7;7;7.00;242.87;242;PI
50;50;51;50.33;7;7;7;7.00;242.82;242;PI
50;50;51;50.33;7;7;7;7.00;242.78;242;PI
50;50;51;50.33;7;7;7;7.00;242.73;242;PI
50;50;51;50.33;7;7;7;7.00;242.68;242;PI
50;50;51;50.33;7;7;7;7.00;242.63;242;PI
50;50;51;50.33;7;7;7;7.00;242.59;242;PI
50;50;51;50.33;7;7;7;7.00;242.54;242;PI
50;50;51;50.33;7;7;7;7.00;242.49;242;PI
50;50;51;50.33;7;7;7;7.00;242.44;242;PI
50;50;51;50.33;7;7;7;7.00;242.40;242;PI
50;50;51;50.33;7;7;7;7.00;242.35;242;PI
50;50;51;50.33;7;7;7;7.00;242.30;242;PI
50;50;51;50.33;7;7;7;7.00;242.25;242;PI
50;50;51;50.33;7;7;7;7.00;242.20;242;PI
50;50;51;50.33;7;7;7;7.00;242.16;242;PI
50;50;51;50.33;7;7;7;7.00;242.11;242;PI
50;50;51;50.33;7;7;7;7.00;242.06;242;PI
50;50;51;50.33;7;7;7;7.00;242.01;242;PI
50;50;51;50.33;7;7;7;7.00;241.97;241;PI
50;50;51;50.33;7;7;7;7.00;241.92;241;PI
50;50;51;50.33;7;7;7;7.00;241.87;241;PI
50;50;51;50.33;7;7;7;7.00;241.82;241;PI
50;49;51;50.00;7;8;7;7.33;243.49;243;PI
50;50;51;50.33;7;7;7;7.00;241.78;241;PI
50;50;51;50.33;7;7;7;7.00;241.73;241;PI
50;50;51;50.33;7;7;7;7.00;241.68;241;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;51;50.00;7;8;7;7.33;243.35;243;PI
50;49;50;49.67;7;8;7;7.33;245.06;245;PI
50;49;50;49.67;7;8;7;7.33;245.11;245;PI
50;49;50;49.67;7;8;7;7.33;245.16;245;PI
50;49;50;49.67;7;8;7;7.33;245.21;245;PI
50;49;50;49.67;7;8;7;7.33;245.25;245;PI
50;49;50;49.67;7;8;7;7.33;245.30;245;PI
50;49;50;49.67;7;8;7;7.33;245.35;245;PI
50;49;50;49.67;7;8;7;7.33;245.40;245;PI
50;49;50;49.67;7;8;7;7.33;245.44;245;PI
50;49;50;49.67;7;8;7;7.33;245.49;245;PI
50;49;50;49.67;7;8;7;7.33;245.54;245;PI
50;49;50;49.67;7;8;7;7.33;245.59;245;PI
50;49;50;49.67;7;8;7;7.33;245.63;245;PI
50;49;50;49.67;7;8;7;7.33;245.68;245;PI
50;49;50;49.67;7;8;7;7.33;245.73;245;PI
50;49;50;49.67;7;8;7;7.33;245.78;245;PI
50;49;50;49.67;7;8;7;7.33;245.82;245;PI
50;49;50;49.67;7;8;7;7.33;245.87;245;PI
50;49;50;49.67;7;8;7;7.33;245.92;245;PI
50;49;50;49.67;7;8;7;7.33;245.97;245;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;51;50.00;7;8;7;7.33;244.30;244;PI
50;49;50;49.67;7;8;7;7.33;246.01;246;PI
50;49;50;49.67;7;8;7;7.33;246.06;246;PI
50;49;50;49.67;7;8;7;7.33;246.11;246;PI
50;49;50;49.67;7;8;7;7.33;246.16;246;PI
50;49;50;49.67;7;8;7;7.33;246.20;246;PI
50;49;50;49.67;7;8;7;7.33;246.25;246;PI
50;49;50;49.67;7;8;7;7.33;246.30;246;PI
50;49;50;49.67;7;8;7;7.33;246.35;246;PI
50;49;50;49.67;7;8;7;7.33;246.39;246;PI
50;49;50;49.67;7;8;7;7.33;246.44;246;PI
50;49;50;49.67;7;8;7;7.33;246.49;246;PI
50;49;50;49.67;7;8;7;7.33;246.54;246;PI
50;49;50;49.67;7;8;7;7.33;246.58;246;PI
50;49;50;49.67;7;8;7;7.33;246.63;246;PI
50;49;50;49.67;7;8;7;7.33;246.68;246;PI
50;49;50;49.67;7;8;7;7.33;246.73;246;PI
50;49;50;49.67;7;8;7;7.33;246.77;246;PI
50;49;50;49.67;7;8;7;7.33;246.82;246;PI
50;49;50;49.67;7;8;7;7.33;246.87;246;PI
50;49;50;49.67;7;8;7;7.33;246.92;246;PI
50;49;50;49.67;7;8;7;7.33;246.96;246;PI
50;49;50;49.67;7;8;7;7.33;247.01;247;PI
50;49;50;49.67;7;8;7;7.33;247.06;247;PI
50;49;50;49.67;7;8;7;7.33;247.11;247;PI
50;49;50;49.67;7;8;7;7.33;247.16;247;PI
50;49;50;49.67;7;8;7;7.33;247.20;247;PI
50;49;50;49.67;7;8;7;7.33;247.25;247;PI
50;49;50;49.67;7;8;7;7.33;247.30;247;PI
50;49;50;49.67;7;8;7;7.33;247.35;247;PI
50;49;50;49.67;7;8;7;7.33;247.39;247;PI
50;49;50;49.67;7;8;7;7.33;247.44;247;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
50;49;51;50.00;7;8;7;7.33;245.77;245;PI
